master_observation_id,season,master_variable,source_module,source_file,source_variable,source_observation_id,transformation,verification_status
MST-2018-0395,2018/19,fa_cup_stage,SPORTING,arsenal_sporting.csv,fa_cup_stage,SPT-PROV-2018-143,Direct Tournament Round Record,Primary Regulatory Record
MST-2018-0396,2018/19,fa_cup_matches,SPORTING,arsenal_sporting.csv,fa_cup_matches,SPT-PROV-2018-144,Direct Match Count,Primary Regulatory Record
MST-2018-0397,2018/19,fa_cup_wins,SPORTING,arsenal_sporting.csv,fa_cup_wins,SPT-PROV-2018-145,Direct Match Count,Primary Regulatory Record
MST-2018-0398,2018/19,fa_cup_draws,SPORTING,arsenal_sporting.csv,fa_cup_draws,SPT-PROV-2018-146,Direct Match Count,Primary Regulatory Record
MST-2018-0399,2018/19,fa_cup_losses,SPORTING,arsenal_sporting.csv,fa_cup_losses,SPT-PROV-2018-147,Direct Match Count,Primary Regulatory Record
MST-2018-0400,2018/19,fa_cup_goals_for,SPORTING,arsenal_sporting.csv,fa_cup_goals_for,SPT-PROV-2018-148,Direct Goal Sum,Primary Regulatory Record
MST-2018-0401,2018/19,fa_cup_goals_against,SPORTING,arsenal_sporting.csv,fa_cup_goals_against,SPT-PROV-2018-149,Direct Goal Sum,Primary Regulatory Record
MST-2018-0402,2018/19,fa_cup_trophy,SPORTING,arsenal_sporting.csv,fa_cup_trophy,SPT-PROV-2018-150,Direct Tournament Victory Record,Primary Regulatory Record
MST-2018-0403,2018/19,league_cup_stage,SPORTING,arsenal_sporting.csv,league_cup_stage,SPT-PROV-2018-151,Direct Tournament Round Record,Primary Regulatory Record
MST-2018-0404,2018/19,league_cup_matches,SPORTING,arsenal_sporting.csv,league_cup_matches,SPT-PROV-2018-152,Direct Match Count,Primary Regulatory Record
MST-2018-0405,2018/19,league_cup_wins,SPORTING,arsenal_sporting.csv,league_cup_wins,SPT-PROV-2018-153,Direct Match Count,Primary Regulatory Record
MST-2018-0406,2018/19,league_cup_draws,SPORTING,arsenal_sporting.csv,league_cup_draws,SPT-PROV-2018-154,Direct Match Count,Primary Regulatory Record
MST-2018-0407,2018/19,league_cup_losses,SPORTING,arsenal_sporting.csv,league_cup_losses,SPT-PROV-2018-155,Direct Match Count,Primary Regulatory Record
MST-2018-0408,2018/19,league_cup_goals_for,SPORTING,arsenal_sporting.csv,league_cup_goals_for,SPT-PROV-2018-156,Direct Goal Sum,Primary Regulatory Record
MST-2018-0409,2018/19,league_cup_goals_against,SPORTING,arsenal_sporting.csv,league_cup_goals_against,SPT-PROV-2018-157,Direct Goal Sum,Primary Regulatory Record
MST-2018-0410,2018/19,league_cup_trophy,SPORTING,arsenal_sporting.csv,league_cup_trophy,SPT-PROV-2018-158,Direct Tournament Victory Record,Primary Regulatory Record
MST-2018-0411,2018/19,europe_competition,SPORTING,arsenal_sporting.csv,europe_competition,SPT-PROV-2018-159,Direct UEFA Participation Record,Primary Regulatory Record
MST-2018-0412,2018/19,europe_stage,SPORTING,arsenal_sporting.csv,europe_stage,SPT-PROV-2018-160,Direct UEFA Round Record,Primary Regulatory Record
MST-2018-0413,2018/19,europe_matches,SPORTING,arsenal_sporting.csv,europe_matches,SPT-PROV-2018-161,Direct Match Count,Primary Regulatory Record
MST-2018-0414,2018/19,europe_wins,SPORTING,arsenal_sporting.csv,europe_wins,SPT-PROV-2018-162,Direct Match Count,Primary Regulatory Record
MST-2018-0415,2018/19,europe_draws,SPORTING,arsenal_sporting.csv,europe_draws,SPT-PROV-2018-163,Direct Match Count,Primary Regulatory Record
MST-2018-0416,2018/19,europe_losses,SPORTING,arsenal_sporting.csv,europe_losses,SPT-PROV-2018-164,Direct Match Count,Primary Regulatory Record
MST-2018-0417,2018/19,europe_goals_for,SPORTING,arsenal_sporting.csv,europe_goals_for,SPT-PROV-2018-165,Direct Goal Sum,Primary Regulatory Record
MST-2018-0418,2018/19,europe_goals_against,SPORTING,arsenal_sporting.csv,europe_goals_against,SPT-PROV-2018-166,Direct Goal Sum,Primary Regulatory Record
MST-2018-0419,2018/19,europe_trophy,SPORTING,arsenal_sporting.csv,europe_trophy,SPT-PROV-2018-167,Direct Tournament Victory Record,Primary Regulatory Record
MST-2018-0420,2018/19,xg,SPORTING,arsenal_sporting.csv,xg,SPT-PROV-2018-168,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2018-0421,2018/19,xga,SPORTING,arsenal_sporting.csv,xga,SPT-PROV-2018-169,Direct Model Sum (Understat),Third-Party Analytics Model
MST-2018-0422,2018/19,xgd,SPORTING,arsenal_sporting.csv,xgd,SPT-PROV-2018-170,xg - xga,Derived from Third-Party Inputs
MST-2018-0423,2018/19,xpts,SPORTING,arsenal_sporting.csv,xpts,SPT-PROV-2018-171,Understat/model-derived metric,Third-Party Analytics Model
MST-2018-0424,2018/19,ppda,SPORTING,arsenal_sporting.csv,ppda,SPT-PROV-2018-172,Direct Model: sum(att) / sum(def),Third-Party Analytics Model
MST-2018-0425,2018/19,possession_pct,SPORTING,arsenal_sporting.csv,possession_pct,SPT-PROV-2018-173,Arithmetic mean: raw_possession / 38,Derived from Primary Inputs
MST-2018-0426,2018/19,shots,SPORTING,arsenal_sporting.csv,shots,SPT-PROV-2018-174,Direct: total_scoring_att,Primary Regulatory Record
MST-2018-0427,2018/19,shots_on_target,SPORTING,arsenal_sporting.csv,shots_on_target,SPT-PROV-2018-175,Direct: ontarget_scoring_att,Primary Regulatory Record
MST-2018-0428,2018/19,covid_disruption_flag,SPORTING,arsenal_sporting.csv,covid_disruption_flag,SPT-PROV-2018-176,Direct: Calendar Shock,Primary Regulatory Record
MST-2019-0429,2019/20,financial_year,FINANCIAL,arsenal_financials.csv,financial_year,FIN-FY2020-FOOTBA-0077,Direct Calendar Alignment (31 May),Audited Statutory Accounts (Companies House)
MST-2019-0430,2019/20,football_turnover,FINANCIAL,arsenal_financials.csv,football_turnover,FIN-FY2020-FOOTBA-0077,None (Directly Reported in £m),Primary Audited
MST-2019-0431,2019/20,total_turnover,FINANCIAL,arsenal_financials.csv,total_turnover,FIN-FY2020-TOTAL_-0078,None (Directly Reported in £m),Primary Audited
MST-2019-0432,2019/20,broadcast_revenue,FINANCIAL,arsenal_financials.csv,broadcast_revenue,FIN-FY2020-BROADC-0079,None (Directly Reported in £m),Primary Audited
MST-2019-0433,2019/20,commercial_revenue,FINANCIAL,arsenal_financials.csv,commercial_revenue,FIN-FY2020-COMMER-0080,None (Directly Reported in £m),Primary Audited
MST-2019-0434,2019/20,matchday_revenue,FINANCIAL,arsenal_financials.csv,matchday_revenue,FIN-FY2020-MATCHD-0081,None (Directly Reported in £m),Primary Audited
MST-2019-0435,2019/20,staff_costs,FINANCIAL,arsenal_financials.csv,staff_costs,FIN-FY2020-STAFF_-0082,None (Directly Reported in £m),Primary Audited
MST-2019-0436,2019/20,operating_expenses,FINANCIAL,arsenal_financials.csv,operating_expenses,FIN-FY2020-OPERAT-0083,None (Directly Reported in £m),Primary Audited
MST-2019-0437,2019/20,player_amortisation,FINANCIAL,arsenal_financials.csv,player_amortisation,FIN-FY2020-PLAYER-0084,None (Directly Reported in £m),Primary Audited
MST-2019-0438,2019/20,player_impairment,FINANCIAL,arsenal_financials.csv,player_impairment,FIN-FY2020-PLAYER-0085,None (Directly Reported in £m),Primary Audited
MST-2019-0439,2019/20,depreciation,FINANCIAL,arsenal_financials.csv,depreciation,FIN-FY2020-DEPREC-0086,None (Directly Reported in £m),Primary Audited
MST-2019-0440,2019/20,operating_profit_loss,FINANCIAL,arsenal_financials.csv,operating_profit_loss,FIN-FY2020-OPERAT-0087,None (Directly Reported in £m),Primary Audited
MST-2019-0441,2019/20,net_profit_loss,FINANCIAL,arsenal_financials.csv,net_profit_loss,FIN-FY2020-NET_PR-0088,None (Directly Reported in £m),Primary Audited
MST-2019-0442,2019/20,cash,FINANCIAL,arsenal_financials.csv,cash,FIN-FY2020-CASH-0089,None (Directly Reported in £m),Primary Audited
MST-2019-0443,2019/20,gross_debt,FINANCIAL,arsenal_financials.csv,gross_debt,FIN-FY2020-GROSS_-0090,None (Directly Reported in £m),Primary Audited
MST-2019-0444,2019/20,net_debt,FINANCIAL,arsenal_financials.csv,net_debt,FIN-FY2020-NET_DE-0091,gross_debt - cash,Primary Audited
MST-2019-0445,2019/20,net_finance_costs,FINANCIAL,arsenal_financials.csv,net_finance_costs,FIN-FY2020-NET_FI-0092,None (Directly Reported in £m),Primary Audited
MST-2019-0446,2019/20,profit_on_player_disposals,FINANCIAL,arsenal_financials.csv,profit_on_player_disposals,FIN-FY2020-PROFIT-0093,None (Directly Reported in £m),Primary Audited
MST-2019-0447,2019/20,player_registration_additions,FINANCIAL,arsenal_financials.csv,player_registration_additions,FIN-FY2020-PLAYER-0094,None (Directly Reported in £m),Primary Audited
MST-2019-0448,2019/20,player_registration_nbv,FINANCIAL,arsenal_financials.csv,player_registration_nbv,FIN-FY2020-PLAYER-0095,None (Directly Reported in £m),Primary Audited
MST-2019-0449,2019/20,revenue_growth_pct,FINANCIAL,arsenal_financials.csv,revenue_growth_pct,DER-FY2020-REVENU-0231,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Derived Analytical
MST-2019-0450,2019/20,commercial_share_pct,FINANCIAL,arsenal_financials.csv,commercial_share_pct,DER-FY2020-COMMER-0232,(commercial_revenue / football_turnover) * 100,Derived Analytical
MST-2019-0451,2019/20,broadcast_share_pct,FINANCIAL,arsenal_financials.csv,broadcast_share_pct,DER-FY2020-BROADC-0233,(broadcast_revenue / football_turnover) * 100,Derived Analytical
MST-2019-0452,2019/20,matchday_share_pct,FINANCIAL,arsenal_financials.csv,matchday_share_pct,DER-FY2020-MATCHD-0234,(matchday_revenue / football_turnover) * 100,Derived Analytical
MST-2019-0453,2019/20,wage_to_revenue_pct,FINANCIAL,arsenal_financials.csv,wage_to_revenue_pct,DER-FY2020-WAGE_T-0235,(staff_costs / football_turnover) * 100,Derived Analytical
MST-2019-0454,2019/20,operating_margin_pct,FINANCIAL,arsenal_financials.csv,operating_margin_pct,DER-FY2020-OPERAT-0236,(operating_profit_loss / football_turnover) * 100,Derived Analytical
MST-2019-0455,2019/20,net_margin_pct,FINANCIAL,arsenal_financials.csv,net_margin_pct,DER-FY2020-NET_MA-0237,(net_profit_loss / football_turnover) * 100,Derived Analytical
MST-2019-0456,2019/20,net_debt_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_debt_to_revenue_pct,DER-FY2020-NET_DE-0238,(net_debt / football_turnover) * 100,Derived Analytical
MST-2019-0457,2019/20,net_finance_cost_to_revenue_pct,FINANCIAL,arsenal_financials.csv,net_finance_cost_to_revenue_pct,DER-FY2020-NET_FI-0239,(net_finance_costs / football_turnover) * 100,Derived Analytical
MST-2019-0458,2019/20,amortisation_to_revenue_pct,FINANCIAL,arsenal_financials.csv,amortisation_to_revenue_pct,DER-FY2020-AMORTI-0240,(player_amortisation / football_turnover) * 100,Derived Analytical
MST-2019-0459,2019/20,permanent_gross_transfer_spend,TRANSFER,arsenal_transfers.csv,permanent_gross_transfer_spend,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024,sum(fee_gbp) for permanent incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0460,2019/20,loan_fee_spend,TRANSFER,arsenal_transfers.csv,loan_fee_spend,TRX-201920-IN-021; TRX-201920-IN-025; TRX-201920-IN-026,sum(fee_gbp) for loan incoming transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0461,2019/20,total_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_consideration,TRX-DER-2019-TOTAL_CONSID,permanent_gross_transfer_spend + loan_fee_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0462,2019/20,permanent_transfer_income,TRANSFER,arsenal_transfers.csv,permanent_transfer_income,TRX-201920-OUT-027; TRX-201920-OUT-028; TRX-201920-OUT-029; TRX-201920-OUT-030; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036,sum(fee_gbp) for permanent outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0463,2019/20,loan_income,TRANSFER,arsenal_transfers.csv,loan_income,TRX-201920-OUT-037,sum(fee_gbp) for loan outgoing transfers,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0464,2019/20,total_transfer_income,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_transfer_income,TRX-DER-2019-TOTAL_INCOME,permanent_transfer_income + loan_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0465,2019/20,permanent_net_transfer_spend,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_transfer_spend,TRX-DER-2019-PERM_NET,permanent_gross_transfer_spend - permanent_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0466,2019/20,total_net_transfer_consideration,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_transfer_consideration,TRX-DER-2019-TOTAL_NET,total_transfer_consideration - total_transfer_income,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0467,2019/20,primary_transfer_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_transfer_spend_to_revenue_pct,TRX-DER-2019-PRIM_SPEND_REV,(permanent_gross_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0468,2019/20,total_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_spend_to_revenue_pct,TRX-DER-2019-TOT_SPEND_REV,(total_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0469,2019/20,permanent_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,permanent_net_spend_to_revenue_pct,TRX-DER-2019-PERM_NET_REV,(permanent_net_transfer_spend / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0470,2019/20,total_net_spend_to_revenue_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,total_net_spend_to_revenue_pct,TRX-DER-2019-TOT_NET_REV,(total_net_transfer_consideration / football_turnover) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0471,2019/20,upper_bound_permanent_spend,TRANSFER,arsenal_transfers.csv,upper_bound_permanent_spend,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024,sum(fee_gbp + add_on_fee) for permanent incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0472,2019/20,upper_bound_total_consideration,TRANSFER,arsenal_transfers.csv,upper_bound_total_consideration,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-021; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-IN-025; TRX-201920-IN-026,sum(fee_gbp + add_on_fee) for all incoming,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0473,2019/20,spend_add_on_differential,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_add_on_differential,TRX-DER-2019-SPEND_DIFF,upper_bound_permanent_spend - permanent_gross_transfer_spend,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0474,2019/20,spend_sensitivity_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,spend_sensitivity_pct,TRX-DER-2019-SPEND_SENS_PCT,(spend_add_on_differential / permanent_gross_transfer_spend) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0475,2019/20,transaction_count,TRANSFER,arsenal_transfers.csv,transaction_count,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-021; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-IN-025; TRX-201920-IN-026; TRX-201920-OUT-027; TRX-201920-OUT-028; TRX-201920-OUT-029; TRX-201920-OUT-030; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036; TRX-201920-OUT-037,count of all transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0476,2019/20,incoming_count,TRANSFER,arsenal_transfers.csv,incoming_count,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-021; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-IN-025; TRX-201920-IN-026,count of incoming transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0477,2019/20,outgoing_count,TRANSFER,arsenal_transfers.csv,outgoing_count,TRX-201920-OUT-027; TRX-201920-OUT-028; TRX-201920-OUT-029; TRX-201920-OUT-030; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036; TRX-201920-OUT-037,count of outgoing transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0478,2019/20,permanent_count,TRANSFER,arsenal_transfers.csv,permanent_count,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-OUT-027; TRX-201920-OUT-028; TRX-201920-OUT-029; TRX-201920-OUT-030; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036,count of permanent transactions in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0479,2019/20,loan_count,TRANSFER,arsenal_transfers.csv,loan_count,TRX-201920-IN-021; TRX-201920-IN-025; TRX-201920-IN-026; TRX-201920-OUT-037,count of temporary loan arrangements in season,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0480,2019/20,exact_fee_count,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_count,TRX-DER-2019-EXACT_COUNT,count where fee_value_status == 'EXACT',Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0481,2019/20,estimated_fee_count,TRANSFER,arsenal_transfers.csv,estimated_fee_count,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036,"count where fee_value_status in {'ESTIMATED', 'BASE_PLUS_ADDONS'}",Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0482,2019/20,undisclosed_fee_count,TRANSFER,arsenal_transfers.csv,undisclosed_fee_count,TRX-201920-IN-019; TRX-201920-IN-020; TRX-201920-IN-021; TRX-201920-IN-022; TRX-201920-IN-023; TRX-201920-IN-024; TRX-201920-IN-025; TRX-201920-IN-026; TRX-201920-OUT-031; TRX-201920-OUT-032; TRX-201920-OUT-033; TRX-201920-OUT-034; TRX-201920-OUT-035; TRX-201920-OUT-036; TRX-201920-OUT-037,count where fee_disclosure_status == 'UNDISCLOSED',Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0483,2019/20,zero_free_count,TRANSFER,arsenal_transfers.csv,zero_free_count,TRX-201920-OUT-027; TRX-201920-OUT-028; TRX-201920-OUT-029; TRX-201920-OUT-030,count where fee_value_status == 'ZERO',Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0484,2019/20,loan_fee_count,TRANSFER,arsenal_transfers.csv,loan_fee_count,TRX-201920-IN-021; TRX-201920-IN-025; TRX-201920-IN-026; TRX-201920-OUT-037,count where fee_value_status == 'LOAN_FEE',Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0485,2019/20,transaction_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,transaction_coverage_pct,TRX-DER-2019-TRX_COV_PCT,(verified_transactions / identified_total) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0486,2019/20,numerical_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,numerical_fee_coverage_pct,TRX-DER-2019-NUM_COV_PCT,(numerical_fees / non_free_transactions) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0487,2019/20,exact_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,exact_fee_coverage_pct,TRX-DER-2019-EXACT_COV_PCT,(exact_fee_count / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
MST-2019-0488,2019/20,primary_fee_coverage_pct,TRANSFER,TRANSFER_DERIVED_PROVENANCE.csv,primary_fee_coverage_pct,TRX-DER-2019-PRIM_COV_PCT,((exact_fee_count + zero_free_count) / transaction_count) * 100,Reconciled Transaction Ledger & Primary Disclosures
