observation_id,season,financial_year,variable,final_value,raw_value,unit,source_entity,document_title,document_date,page,table_or_note,source_url,transformation,definition,comparability_status,verification_status,notes
DER-FY2022-NET_DE-0258,2021/22,FY2022,net_debt_to_revenue_pct,62.26,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2022-NET_FI-0259,2021/22,FY2022,net_finance_cost_to_revenue_pct,1.41,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2022-AMORTI-0260,2021/22,FY2022,amortisation_to_revenue_pct,34.41,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2022,2023-02-20,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzM2OTcwMjYwNWFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2023-REVENU-0261,2022/23,FY2023,revenue_growth_pct,25.87,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,High,Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2023-COMMER-0262,2022/23,FY2023,commercial_share_pct,36.44,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2023-BROADC-0263,2022/23,FY2023,broadcast_share_pct,41.15,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2023-MATCHD-0264,2022/23,FY2023,matchday_share_pct,22.08,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2023-WAGE_T-0265,2022/23,FY2023,wage_to_revenue_pct,50.54,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",High,Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2023-OPERAT-0266,2022/23,FY2023,operating_margin_pct,-11.84,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2023-NET_MA-0267,2022/23,FY2023,net_margin_pct,-11.21,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2023-NET_DE-0268,2022/23,FY2023,net_debt_to_revenue_pct,46.75,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2023-NET_FI-0269,2022/23,FY2023,net_finance_cost_to_revenue_pct,1.31,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2023-AMORTI-0270,2022/23,FY2023,amortisation_to_revenue_pct,33.79,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2023,2024-02-26,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQxMjE5NjQ0MGFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2024-REVENU-0271,2023/24,FY2024,revenue_growth_pct,32.59,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,High,Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2024-COMMER-0272,2023/24,FY2024,commercial_share_pct,35.32,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2024-BROADC-0273,2023/24,FY2024,broadcast_share_pct,42.50,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2024-MATCHD-0274,2023/24,FY2024,matchday_share_pct,21.36,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2024-WAGE_T-0275,2023/24,FY2024,wage_to_revenue_pct,53.23,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",High,Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2024-OPERAT-0276,2023/24,FY2024,operating_margin_pct,-7.95,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2024-NET_MA-0277,2023/24,FY2024,net_margin_pct,-4.58,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2024-NET_DE-0278,2023/24,FY2024,net_debt_to_revenue_pct,45.42,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2024-NET_FI-0279,2023/24,FY2024,net_finance_cost_to_revenue_pct,2.60,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2024-AMORTI-0280,2023/24,FY2024,amortisation_to_revenue_pct,28.60,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2024,2025-02-21,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzQ1NTk1NjAxMGFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
DER-FY2025-REVENU-0281,2024/25,FY2025,revenue_growth_pct,12.18,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100,Year-on-year percentage growth in football turnover,High,Derived Analytical,Calculated strictly via formula: ((football_turnover_t - football_turnover_{t-1}) / football_turnover_{t-1}) * 100
DER-FY2025-COMMER-0282,2024/25,FY2025,commercial_share_pct,38.78,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(commercial_revenue / football_turnover) * 100,Commercial revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (commercial_revenue / football_turnover) * 100
DER-FY2025-BROADC-0283,2024/25,FY2025,broadcast_share_pct,40.26,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(broadcast_revenue / football_turnover) * 100,Broadcast revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (broadcast_revenue / football_turnover) * 100
DER-FY2025-MATCHD-0284,2024/25,FY2025,matchday_share_pct,22.26,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(matchday_revenue / football_turnover) * 100,Matchday revenue as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (matchday_revenue / football_turnover) * 100
DER-FY2025-WAGE_T-0285,2024/25,FY2025,wage_to_revenue_pct,50.22,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(staff_costs / football_turnover) * 100,"Total group staff costs as a percentage of football turnover (standard academic wage-to-revenue ratio, measuring total personnel expenditure under IAS 19)",High,Derived Analytical,Calculated strictly via formula: (staff_costs / football_turnover) * 100
DER-FY2025-OPERAT-0286,2024/25,FY2025,operating_margin_pct,-9.41,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(operating_profit_loss / football_turnover) * 100,Operating profit/loss as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (operating_profit_loss / football_turnover) * 100
DER-FY2025-NET_MA-0287,2024/25,FY2025,net_margin_pct,-0.14,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(net_profit_loss / football_turnover) * 100,Net profit/loss after tax as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_profit_loss / football_turnover) * 100
DER-FY2025-NET_DE-0288,2024/25,FY2025,net_debt_to_revenue_pct,40.96,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(net_debt / football_turnover) * 100,Net debt as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_debt / football_turnover) * 100
DER-FY2025-NET_FI-0289,2024/25,FY2025,net_finance_cost_to_revenue_pct,2.03,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(net_finance_costs / football_turnover) * 100,Net finance costs as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (net_finance_costs / football_turnover) * 100
DER-FY2025-AMORTI-0290,2024/25,FY2025,amortisation_to_revenue_pct,27.06,Calculated from primary inputs,Percentage (%),Arsenal Holdings Limited,Group of companies' accounts made up to 31 May 2025,2026-02-27,"Derived from Note 1, Note 3, Balance Sheet",Analytical Calculation,https://find-and-update.company-information.service.gov.uk/company/04250459/filing-history/MzUwNzE0ODU1NmFkaXF6a2N4/document?format=pdf&download=0,(player_amortisation / football_turnover) * 100,Player amortisation as a percentage of football turnover,High,Derived Analytical,Calculated strictly via formula: (player_amortisation / football_turnover) * 100
